Fecha,Latencia (ms),Estado
2025-07-07 15:45:33,3,Baja Latencia
2025-07-07 15:45:33,15,Baja Latencia
2025-07-07 15:45:34,3,Baja Latencia
2025-07-07 15:45:34,2,Baja Latencia
2025-07-07 15:48:37,16,Baja Latencia
2025-07-07 15:48:38,4,Baja Latencia
2025-07-07 15:48:38,2,Baja Latencia
2025-07-07 15:48:38,49,Baja Latencia
2025-07-07 15:48:38,3,Baja Latencia
2025-07-07 15:48:39,67,Baja Latencia
2025-07-07 15:48:40,28,Baja Latencia
2025-07-07 15:48:40,61,Baja Latencia
2025-07-07 15:48:40,45,Baja Latencia
2025-07-07 15:48:41,70,Baja Latencia
2025-07-07 15:48:41,83,Baja Latencia
2025-07-07 15:48:41,3,Baja Latencia
2025-07-07 15:48:41,1,Baja Latencia
2025-07-07 15:48:42,33,Baja Latencia
2025-07-07 15:48:43,54,Baja Latencia
2025-07-07 15:48:43,7,Baja Latencia
2025-07-07 15:48:44,39,Baja Latencia
2025-07-07 15:48:44,68,Baja Latencia
2025-07-07 15:48:45,2,Baja Latencia
2025-07-07 15:48:45,4,Baja Latencia
2025-07-07 15:48:45,4,Baja Latencia
2025-07-07 15:48:46,5,Baja Latencia
2025-07-07 15:48:46,4,Baja Latencia
2025-07-07 15:48:59,10,Baja Latencia
2025-07-07 15:48:59,10,Baja Latencia
2025-07-07 15:49:00,29,Baja Latencia
2025-07-07 15:49:00,29,Baja Latencia
2025-07-07 15:49:00,22,Baja Latencia
2025-07-07 15:49:00,23,Baja Latencia
2025-07-07 15:49:01,106,Latencia Moderada
2025-07-07 15:49:01,7,Baja Latencia
2025-07-07 15:49:01,9,Baja Latencia
2025-07-07 15:49:02,9,Baja Latencia
2025-07-07 15:49:02,9,Baja Latencia
2025-07-07 15:49:02,11,Baja Latencia
2025-07-07 15:49:03,5,Baja Latencia
2025-07-07 15:49:03,6,Baja Latencia
2025-07-07 15:49:04,3,Baja Latencia
2025-07-07 15:49:04,3,Baja Latencia
2025-07-07 15:49:04,5,Baja Latencia
2025-07-07 15:49:04,5,Baja Latencia
2025-07-07 15:49:05,50,Baja Latencia
2025-07-07 15:49:05,53,Baja Latencia
2025-07-07 15:49:05,22,Baja Latencia
2025-07-07 15:49:06,4,Baja Latencia
2025-07-07 15:49:06,4,Baja Latencia
2025-07-07 15:49:06,49,Baja Latencia
2025-07-07 15:49:06,52,Baja Latencia
2025-07-07 15:49:07,3,Baja Latencia
2025-07-07 15:49:07,2,Baja Latencia
2025-07-07 15:49:07,7,Baja Latencia
2025-07-07 15:49:07,7,Baja Latencia
2025-07-07 15:49:08,13,Baja Latencia
2025-07-07 15:49:08,13,Baja Latencia
2025-07-07 15:49:08,3,Baja Latencia
2025-07-07 15:49:08,3,Baja Latencia
2025-07-07 15:49:09,14,Baja Latencia
2025-07-07 15:49:09,19,Baja Latencia
2025-07-07 15:49:10,5,Baja Latencia
2025-07-07 15:49:10,5,Baja Latencia
2025-07-07 15:49:11,37,Baja Latencia
2025-07-07 15:49:11,42,Baja Latencia
2025-07-07 15:49:11,7,Baja Latencia
2025-07-07 15:49:11,5,Baja Latencia
2025-07-07 15:49:12,54,Baja Latencia
2025-07-07 15:49:12,52,Baja Latencia
2025-07-07 15:49:12,3,Baja Latencia
2025-07-07 15:49:12,3,Baja Latencia
2025-07-07 15:49:13,57,Baja Latencia
2025-07-07 15:49:13,60,Baja Latencia
2025-07-07 15:49:13,58,Baja Latencia
2025-07-07 15:49:14,13,Baja Latencia
2025-07-07 15:49:14,14,Baja Latencia
2025-07-07 15:49:14,97,Baja Latencia
2025-07-07 15:49:15,3,Baja Latencia
2025-07-07 15:49:16,48,Baja Latencia
2025-07-07 15:49:16,49,Baja Latencia
2025-07-07 15:49:16,16,Baja Latencia
2025-07-07 15:49:17,40,Baja Latencia
2025-07-07 15:49:17,38,Baja Latencia
2025-07-07 15:49:18,406,Latencia Alta
2025-07-07 15:49:18,345,Latencia Alta
2025-07-07 15:49:19,70,Baja Latencia
2025-07-07 15:49:20,43,Baja Latencia
2025-07-07 15:49:20,11,Baja Latencia
2025-07-07 15:49:21,41,Baja Latencia
2025-07-07 15:49:21,26,Baja Latencia
2025-07-07 15:49:22,13,Baja Latencia
2025-07-07 15:49:22,21,Baja Latencia
2025-07-07 15:49:22,6,Baja Latencia
2025-07-07 15:49:23,7,Baja Latencia
2025-07-07 15:49:23,10,Baja Latencia
2025-07-07 15:49:23,88,Baja Latencia
2025-07-07 15:49:23,75,Baja Latencia
2025-07-07 15:49:24,54,Baja Latencia
2025-07-07 15:49:24,28,Baja Latencia
2025-07-07 15:49:24,60,Baja Latencia
2025-07-07 15:49:24,31,Baja Latencia
2025-07-07 15:49:25,63,Baja Latencia
2025-07-07 15:49:25,30,Baja Latencia
2025-07-07 15:49:26,57,Baja Latencia
2025-07-07 15:49:26,55,Baja Latencia
2025-07-07 15:49:26,54,Baja Latencia
2025-07-07 15:49:26,55,Baja Latencia
2025-07-07 15:49:27,82,Baja Latencia
2025-07-07 15:49:27,11,Baja Latencia
2025-07-07 15:49:27,47,Baja Latencia
2025-07-07 15:49:28,19,Baja Latencia
2025-07-07 15:49:28,13,Baja Latencia
2025-07-07 15:49:28,112,Latencia Moderada
2025-07-07 15:49:28,5,Baja Latencia
2025-07-07 15:49:29,77,Baja Latencia
2025-07-07 15:49:29,76,Baja Latencia
2025-07-07 15:49:30,35,Baja Latencia
2025-07-07 15:49:30,33,Baja Latencia
2025-07-07 15:49:30,26,Baja Latencia
2025-07-07 15:49:31,16,Baja Latencia
2025-07-07 15:49:31,14,Baja Latencia
2025-07-07 15:49:31,24,Baja Latencia
2025-07-07 15:49:32,34,Baja Latencia
2025-07-07 15:49:32,25,Baja Latencia
2025-07-07 15:49:32,58,Baja Latencia
2025-07-07 15:49:33,4,Baja Latencia
2025-07-07 15:49:33,60,Baja Latencia
2025-07-07 15:49:33,20,Baja Latencia
2025-07-07 15:49:33,22,Baja Latencia
2025-07-07 15:49:34,12,Baja Latencia
2025-07-07 15:49:34,39,Baja Latencia
2025-07-07 15:49:35,44,Baja Latencia
2025-07-07 15:49:35,10,Baja Latencia
2025-07-07 15:49:35,9,Baja Latencia
2025-07-07 15:49:35,13,Baja Latencia
2025-07-07 15:49:36,4,Baja Latencia
2025-07-07 15:49:36,8,Baja Latencia
2025-07-07 15:49:36,3,Baja Latencia
2025-07-07 15:49:36,5,Baja Latencia
2025-07-07 15:49:37,18,Baja Latencia
2025-07-07 15:49:37,4,Baja Latencia
2025-07-07 15:49:37,5,Baja Latencia
2025-07-07 15:49:37,17,Baja Latencia
2025-07-07 15:49:38,8,Baja Latencia
2025-07-07 15:49:38,6,Baja Latencia
2025-07-07 15:49:38,48,Baja Latencia
2025-07-07 15:49:38,15,Baja Latencia
2025-07-07 15:49:39,3,Baja Latencia
2025-07-07 15:49:39,11,Baja Latencia
2025-07-07 15:49:39,65,Baja Latencia
2025-07-07 15:49:39,16,Baja Latencia
2025-07-07 15:49:40,15,Baja Latencia
2025-07-07 15:49:40,27,Baja Latencia
2025-07-07 15:50:01,14,Baja Latencia
2025-07-07 15:50:02,3,Baja Latencia
2025-07-07 15:50:02,47,Baja Latencia
2025-07-07 15:50:03,22,Baja Latencia
2025-07-07 15:50:03,8,Baja Latencia
2025-07-07 15:50:03,8,Baja Latencia
2025-07-07 15:50:03,47,Baja Latencia
2025-07-07 15:50:04,3,Baja Latencia
2025-07-07 15:50:04,4,Baja Latencia
2025-07-07 15:50:04,3,Baja Latencia
2025-07-07 15:50:04,3,Baja Latencia
2025-07-07 15:50:05,48,Baja Latencia
2025-07-07 15:50:05,31,Baja Latencia
2025-07-07 15:50:05,27,Baja Latencia
2025-07-07 15:50:05,5,Baja Latencia
2025-07-07 15:50:06,6,Baja Latencia
2025-07-07 15:50:06,18,Baja Latencia
2025-07-07 15:50:06,6,Baja Latencia
2025-07-07 15:50:06,6,Baja Latencia
2025-07-07 15:50:07,8,Baja Latencia
2025-07-07 15:50:07,86,Baja Latencia
2025-07-07 15:50:07,6,Baja Latencia
2025-07-07 15:50:07,18,Baja Latencia
2025-07-07 15:50:08,42,Baja Latencia
2025-07-07 15:50:08,26,Baja Latencia
2025-07-07 15:50:08,92,Baja Latencia
2025-07-07 15:50:09,17,Baja Latencia
2025-07-07 15:50:09,30,Baja Latencia
2025-07-07 15:50:09,43,Baja Latencia
2025-07-07 15:50:10,3,Baja Latencia
2025-07-07 15:50:10,10,Baja Latencia
2025-07-07 15:50:10,10,Baja Latencia
2025-07-07 15:50:10,6,Baja Latencia
2025-07-07 15:50:11,6,Baja Latencia
2025-07-07 15:50:11,6,Baja Latencia
2025-07-07 15:50:11,18,Baja Latencia
2025-07-07 15:50:11,5,Baja Latencia
2025-07-07 15:50:12,3,Baja Latencia
2025-07-07 15:50:12,3,Baja Latencia
2025-07-07 15:50:12,4,Baja Latencia
2025-07-07 15:50:12,18,Baja Latencia
2025-07-07 15:50:13,6,Baja Latencia
2025-07-07 15:50:13,3,Baja Latencia
2025-07-07 15:50:13,7,Baja Latencia
2025-07-07 15:50:13,42,Baja Latencia
2025-07-07 15:50:14,5,Baja Latencia
2025-07-07 15:50:14,5,Baja Latencia
2025-07-07 15:50:14,2,Baja Latencia
2025-07-07 15:50:14,7,Baja Latencia
2025-07-07 15:50:15,16,Baja Latencia
2025-07-07 15:50:15,3,Baja Latencia
2025-07-07 15:50:15,11,Baja Latencia
2025-07-07 15:50:15,5,Baja Latencia
2025-07-07 15:50:16,4,Baja Latencia
2025-07-07 15:50:16,5,Baja Latencia
2025-07-07 15:50:16,7,Baja Latencia
2025-07-07 15:50:16,6,Baja Latencia
2025-07-07 15:50:17,38,Baja Latencia
2025-07-07 15:50:18,38,Baja Latencia
2025-07-07 15:50:18,25,Baja Latencia
2025-07-07 15:50:19,106,Latencia Moderada
2025-07-07 15:50:19,11,Baja Latencia
2025-07-07 15:50:20,17,Baja Latencia
2025-07-07 15:50:30,19,Baja Latencia
2025-07-07 15:50:31,24,Baja Latencia
2025-07-07 15:50:33,29,Baja Latencia
2025-07-07 15:50:33,4,Baja Latencia
2025-07-07 15:50:34,91,Baja Latencia
2025-07-07 15:50:34,9,Baja Latencia
2025-07-07 15:50:36,753,Latencia Alta
2025-07-07 15:50:36,431,Latencia Alta
2025-07-07 15:50:37,589,Latencia Alta
2025-07-07 15:50:37,230,Latencia Alta
2025-07-07 15:50:38,386,Latencia Alta
2025-07-07 15:50:38,374,Latencia Alta
2025-07-07 15:50:40,1560,Latencia Alta
2025-07-07 15:50:40,1561,Latencia Alta
2025-07-07 15:50:41,799,Latencia Alta
2025-07-07 15:50:41,814,Latencia Alta
2025-07-07 15:50:42,6,Baja Latencia
2025-07-07 15:50:42,9,Baja Latencia
2025-07-07 15:50:42,4,Baja Latencia
2025-07-07 15:50:42,32,Baja Latencia
2025-07-07 15:50:43,40,Baja Latencia
2025-07-07 15:50:43,13,Baja Latencia
2025-07-07 15:50:43,13,Baja Latencia
2025-07-07 15:50:43,15,Baja Latencia
2025-07-07 15:50:44,21,Baja Latencia
2025-07-07 15:50:44,14,Baja Latencia
2025-07-07 15:50:44,58,Baja Latencia
2025-07-07 15:50:44,39,Baja Latencia
2025-07-07 15:50:45,20,Baja Latencia
2025-07-07 15:50:45,21,Baja Latencia
2025-07-07 15:50:45,23,Baja Latencia
2025-07-07 15:50:45,24,Baja Latencia
2025-07-07 15:50:46,37,Baja Latencia
2025-07-07 15:50:47,142,Latencia Moderada
2025-07-07 15:50:47,152,Latencia Moderada
2025-07-07 15:50:47,3,Baja Latencia
2025-07-07 15:50:47,32,Baja Latencia
2025-07-07 15:50:48,24,Baja Latencia
2025-07-07 15:50:48,5,Baja Latencia
2025-07-07 15:50:48,10,Baja Latencia
2025-07-07 15:50:48,7,Baja Latencia
2025-07-07 15:50:49,7,Baja Latencia
2025-07-07 15:50:49,6,Baja Latencia
2025-07-07 15:50:49,14,Baja Latencia
2025-07-07 15:50:49,7,Baja Latencia
2025-07-07 15:50:50,18,Baja Latencia
2025-07-07 15:50:50,16,Baja Latencia
2025-07-07 15:50:50,8,Baja Latencia
2025-07-07 15:50:50,14,Baja Latencia
2025-07-07 15:50:51,11,Baja Latencia
2025-07-07 15:50:51,37,Baja Latencia
2025-07-07 15:50:51,30,Baja Latencia
2025-07-07 15:50:52,56,Baja Latencia
2025-07-07 15:50:52,4,Baja Latencia
2025-07-07 15:50:52,13,Baja Latencia
2025-07-07 15:50:53,2,Baja Latencia
2025-07-07 15:50:53,3,Baja Latencia
2025-07-07 15:50:53,5,Baja Latencia
2025-07-07 15:50:53,32,Baja Latencia
2025-07-07 15:50:54,7,Baja Latencia
2025-07-07 15:50:54,8,Baja Latencia
2025-07-07 15:50:54,8,Baja Latencia
2025-07-07 15:50:54,17,Baja Latencia
2025-07-07 15:50:55,2,Baja Latencia
2025-07-07 15:50:55,6,Baja Latencia
2025-07-07 15:50:55,34,Baja Latencia
2025-07-07 15:50:55,15,Baja Latencia
2025-07-07 15:50:56,4,Baja Latencia
2025-07-07 15:50:56,10,Baja Latencia
2025-07-07 15:50:56,5,Baja Latencia
2025-07-07 15:50:56,53,Baja Latencia
2025-07-07 15:50:57,8,Baja Latencia
2025-07-07 15:50:57,45,Baja Latencia
2025-07-07 15:50:57,5,Baja Latencia
2025-07-07 15:50:57,14,Baja Latencia
2025-07-07 15:50:58,4,Baja Latencia
2025-07-07 15:50:58,7,Baja Latencia
2025-07-07 15:50:58,34,Baja Latencia
2025-07-07 15:50:58,8,Baja Latencia
2025-07-07 15:50:59,24,Baja Latencia
2025-07-07 15:50:59,8,Baja Latencia
2025-07-07 15:50:59,14,Baja Latencia
2025-07-07 15:51:00,31,Baja Latencia
2025-07-07 15:51:00,36,Baja Latencia
2025-07-07 15:51:00,46,Baja Latencia
2025-07-07 15:51:01,52,Baja Latencia
2025-07-07 15:51:01,5,Baja Latencia
2025-07-07 15:51:01,26,Baja Latencia
2025-07-07 15:51:01,23,Baja Latencia
2025-07-07 15:51:02,3,Baja Latencia
2025-07-07 15:51:02,51,Baja Latencia
2025-07-07 15:51:02,66,Baja Latencia
2025-07-07 15:51:02,11,Baja Latencia
2025-07-07 15:51:03,12,Baja Latencia
2025-07-07 15:51:03,20,Baja Latencia
2025-07-07 15:51:03,9,Baja Latencia
2025-07-07 15:51:03,4,Baja Latencia
2025-07-07 15:51:04,3,Baja Latencia
2025-07-07 15:51:04,2,Baja Latencia
2025-07-07 15:51:04,42,Baja Latencia
2025-07-07 15:51:04,5,Baja Latencia
2025-07-07 15:51:05,11,Baja Latencia
2025-07-07 15:51:05,7,Baja Latencia
2025-07-07 15:51:05,6,Baja Latencia
2025-07-07 15:51:05,7,Baja Latencia
2025-07-07 15:51:06,9,Baja Latencia
2025-07-07 15:51:06,17,Baja Latencia
2025-07-07 15:51:06,17,Baja Latencia
2025-07-07 15:51:07,4,Baja Latencia
2025-07-07 15:51:07,5,Baja Latencia
2025-07-07 15:51:07,20,Baja Latencia
2025-07-07 15:51:07,8,Baja Latencia
2025-07-07 15:51:08,11,Baja Latencia
2025-07-07 15:51:08,32,Baja Latencia
2025-07-07 15:51:08,3,Baja Latencia
2025-07-07 15:51:09,4,Baja Latencia
2025-07-07 15:51:09,13,Baja Latencia
2025-07-07 15:51:09,4,Baja Latencia
2025-07-07 15:51:09,5,Baja Latencia
2025-07-07 15:51:10,5,Baja Latencia
2025-07-07 15:51:10,8,Baja Latencia
2025-07-07 15:51:10,3,Baja Latencia
2025-07-07 15:51:10,9,Baja Latencia
2025-07-07 15:51:11,8,Baja Latencia
2025-07-07 15:51:11,16,Baja Latencia
2025-07-07 15:51:11,3,Baja Latencia
2025-07-07 15:51:11,9,Baja Latencia
2025-07-07 15:51:12,10,Baja Latencia
2025-07-07 15:51:12,24,Baja Latencia
2025-07-07 15:51:12,60,Baja Latencia
2025-07-07 15:51:12,19,Baja Latencia
2025-07-07 15:51:13,61,Baja Latencia
2025-07-07 15:51:13,43,Baja Latencia
2025-07-07 15:51:13,6,Baja Latencia
2025-07-07 15:51:13,15,Baja Latencia
2025-07-07 15:51:14,59,Baja Latencia
2025-07-07 15:51:14,3,Baja Latencia
2025-07-07 15:51:15,28,Baja Latencia
2025-07-07 15:51:15,26,Baja Latencia
2025-07-07 15:51:15,45,Baja Latencia
2025-07-07 15:51:16,21,Baja Latencia
2025-07-07 15:51:16,21,Baja Latencia
2025-07-07 15:51:16,3,Baja Latencia
2025-07-07 15:51:17,16,Baja Latencia
2025-07-07 15:51:17,84,Baja Latencia
2025-07-07 15:51:17,73,Baja Latencia
2025-07-07 15:51:17,20,Baja Latencia
2025-07-07 15:51:18,10,Baja Latencia
2025-07-07 15:51:18,4,Baja Latencia
2025-07-07 15:51:18,9,Baja Latencia
2025-07-07 15:51:18,12,Baja Latencia
2025-07-07 15:51:19,38,Baja Latencia
2025-07-07 15:51:19,39,Baja Latencia
2025-07-07 15:51:20,6,Baja Latencia
2025-07-07 15:51:20,28,Baja Latencia
2025-07-07 15:51:20,82,Baja Latencia
2025-07-07 15:51:20,60,Baja Latencia
2025-07-07 15:51:21,21,Baja Latencia
2025-07-07 15:51:21,30,Baja Latencia
2025-07-07 15:51:21,9,Baja Latencia
2025-07-07 15:51:21,5,Baja Latencia
2025-07-07 15:51:22,20,Baja Latencia
2025-07-07 15:51:22,44,Baja Latencia
2025-07-07 15:51:22,23,Baja Latencia
2025-07-07 15:51:22,10,Baja Latencia
2025-07-07 15:51:23,9,Baja Latencia
2025-07-07 15:51:23,45,Baja Latencia
2025-07-07 15:51:23,185,Latencia Moderada
2025-07-07 15:51:27,3226,Latencia Alta
2025-07-07 15:51:27,2621,Latencia Alta
2025-07-07 15:51:27,19,Baja Latencia
2025-07-07 15:51:27,16,Baja Latencia
2025-07-07 15:51:28,55,Baja Latencia
2025-07-07 15:51:28,47,Baja Latencia
2025-07-07 15:51:28,7,Baja Latencia
2025-07-07 15:51:28,5,Baja Latencia
2025-07-07 15:51:29,45,Baja Latencia
2025-07-07 15:51:29,5,Baja Latencia
2025-07-07 15:51:29,41,Baja Latencia
2025-07-07 15:51:29,41,Baja Latencia
2025-07-07 15:51:30,20,Baja Latencia
2025-07-07 15:51:30,25,Baja Latencia
2025-07-07 15:51:30,15,Baja Latencia
2025-07-07 15:51:31,21,Baja Latencia
2025-07-07 15:51:32,3,Baja Latencia
2025-07-07 15:51:32,19,Baja Latencia
2025-07-07 15:51:32,51,Baja Latencia
2025-07-07 15:51:33,16,Baja Latencia
2025-07-07 15:51:33,16,Baja Latencia
2025-07-07 15:51:33,13,Baja Latencia
2025-07-07 15:51:34,45,Baja Latencia
2025-07-07 15:51:34,3,Baja Latencia
2025-07-07 15:51:35,36,Baja Latencia
2025-07-07 15:51:35,71,Baja Latencia
2025-07-07 15:51:35,71,Baja Latencia
2025-07-07 15:51:36,37,Baja Latencia
2025-07-07 15:51:37,40,Baja Latencia
2025-07-07 15:51:37,13,Baja Latencia
2025-07-07 15:51:38,96,Baja Latencia
2025-07-07 15:51:38,98,Baja Latencia
2025-07-07 15:51:38,31,Baja Latencia
2025-07-07 15:51:39,11,Baja Latencia
2025-07-07 15:51:39,11,Baja Latencia
2025-07-07 15:51:39,13,Baja Latencia
2025-07-07 15:51:40,3,Baja Latencia
2025-07-07 15:51:40,24,Baja Latencia
2025-07-07 15:51:41,40,Baja Latencia
2025-07-07 15:51:41,40,Baja Latencia
2025-07-07 15:51:41,21,Baja Latencia
2025-07-07 15:51:42,16,Baja Latencia
2025-07-07 15:51:43,36,Baja Latencia
2025-07-07 15:51:43,65,Baja Latencia
2025-07-07 15:51:44,13,Baja Latencia
2025-07-07 15:51:44,2,Baja Latencia
2025-07-07 15:51:45,6,Baja Latencia
2025-07-07 15:51:45,9,Baja Latencia
2025-07-07 15:51:45,10,Baja Latencia
2025-07-07 15:51:46,3,Baja Latencia
2025-07-07 15:51:46,3,Baja Latencia
2025-07-07 15:51:46,55,Baja Latencia
2025-07-07 15:51:46,55,Baja Latencia
2025-07-07 15:51:47,106,Latencia Moderada
2025-07-07 15:51:47,40,Baja Latencia
2025-07-07 15:51:48,63,Baja Latencia
2025-07-07 15:51:48,63,Baja Latencia
2025-07-07 15:51:49,8,Baja Latencia
2025-07-07 15:51:49,8,Baja Latencia
2025-07-07 15:51:49,8,Baja Latencia
2025-07-07 15:51:50,40,Baja Latencia
2025-07-07 15:51:50,15,Baja Latencia
2025-07-07 15:51:51,1,Baja Latencia
2025-07-07 15:51:51,55,Baja Latencia
2025-07-07 15:51:52,6,Baja Latencia
2025-07-07 15:51:52,5,Baja Latencia
2025-07-07 15:51:52,4,Baja Latencia
2025-07-07 15:51:53,66,Baja Latencia
2025-07-07 15:51:54,34,Baja Latencia
2025-07-07 15:51:54,34,Baja Latencia
2025-07-07 15:51:54,9,Baja Latencia
2025-07-07 15:51:55,3,Baja Latencia
2025-07-07 15:51:55,115,Latencia Moderada
2025-07-07 15:51:55,116,Latencia Moderada
2025-07-07 15:51:56,21,Baja Latencia
2025-07-07 15:51:56,5,Baja Latencia
2025-07-07 15:51:56,5,Baja Latencia
2025-07-07 15:51:57,6,Baja Latencia
2025-07-07 15:51:57,6,Baja Latencia
2025-07-07 15:51:57,4,Baja Latencia
2025-07-07 15:51:57,5,Baja Latencia
2025-07-07 15:51:58,25,Baja Latencia
2025-07-07 15:51:59,118,Latencia Moderada
2025-07-07 15:51:59,49,Baja Latencia
2025-07-07 15:51:59,84,Baja Latencia
2025-07-07 15:52:00,19,Baja Latencia
2025-07-07 15:52:00,12,Baja Latencia
2025-07-07 15:52:00,62,Baja Latencia
2025-07-07 15:52:00,29,Baja Latencia
2025-07-07 15:52:01,5,Baja Latencia
2025-07-07 15:52:01,5,Baja Latencia
2025-07-07 15:52:01,13,Baja Latencia
2025-07-07 15:52:01,13,Baja Latencia
2025-07-07 15:52:02,97,Baja Latencia
2025-07-07 15:52:03,46,Baja Latencia
2025-07-07 15:52:03,4,Baja Latencia
2025-07-07 15:52:03,5,Baja Latencia
2025-07-07 15:52:04,17,Baja Latencia
2025-07-07 15:52:04,53,Baja Latencia
2025-07-07 15:52:04,54,Baja Latencia
2025-07-07 15:52:05,46,Baja Latencia
2025-07-07 15:52:05,7,Baja Latencia
2025-07-07 15:52:06,5,Baja Latencia
2025-07-07 15:52:06,15,Baja Latencia
2025-07-07 15:52:06,18,Baja Latencia
2025-07-07 15:52:07,40,Baja Latencia
2025-07-07 15:52:07,16,Baja Latencia
2025-07-07 15:52:07,20,Baja Latencia
2025-07-07 15:52:08,29,Baja Latencia
2025-07-07 15:52:08,88,Baja Latencia
2025-07-07 15:52:09,21,Baja Latencia
2025-07-07 15:52:09,3,Baja Latencia
2025-07-07 15:52:09,7,Baja Latencia
2025-07-07 15:52:09,17,Baja Latencia
2025-07-07 15:52:10,3,Baja Latencia
2025-07-07 15:52:10,15,Baja Latencia
2025-07-07 15:52:10,9,Baja Latencia
2025-07-07 15:52:10,4,Baja Latencia
2025-07-07 15:52:11,10,Baja Latencia
2025-07-07 15:52:11,3,Baja Latencia
2025-07-07 15:52:11,5,Baja Latencia
2025-07-07 15:52:11,53,Baja Latencia
2025-07-07 15:52:12,3,Baja Latencia
2025-07-07 15:52:12,30,Baja Latencia
2025-07-07 15:52:12,6,Baja Latencia
2025-07-07 15:52:12,29,Baja Latencia
2025-07-07 15:52:13,56,Baja Latencia
2025-07-07 15:52:13,4,Baja Latencia
2025-07-07 15:52:13,16,Baja Latencia
2025-07-07 15:52:13,23,Baja Latencia
2025-07-07 15:52:14,24,Baja Latencia
ada
2025-07-07 15:52:14,36,Baja Latencia
2025-07-07 15:52:15,71,Baja Latencia
2025-07-07 15:52:15,29,Baja Latencia
2025-07-07 15:52:16,39,Baja Latencia
2025-07-07 15:52:16,14,Baja Latencia
2025-07-07 15:52:16,13,Baja Latencia
2025-07-07 15:52:17,21,Baja Latencia
2025-07-07 15:52:17,14,Baja Latencia
2025-07-07 15:52:18,5,Baja Latencia
2025-07-07 15:52:18,36,Baja Latencia
2025-07-07 15:52:18,36,Baja Latencia
2025-07-07 15:52:19,2,Baja Latencia
2025-07-07 15:52:19,3,Baja Latencia
2025-07-07 15:52:20,16,Baja Latencia
2025-07-07 15:52:20,16,Baja Latencia
2025-07-07 15:52:20,27,Baja Latencia
2025-07-07 15:52:21,43,Baja Latencia
2025-07-07 15:52:21,43,Baja Latencia
2025-07-07 15:52:22,6,Baja Latencia
2025-07-07 15:52:22,61,Baja Latencia
2025-07-07 15:52:23,9,Baja Latencia
2025-07-07 15:52:23,32,Baja Latencia
2025-07-07 15:52:24,3,Baja Latencia
2025-07-07 15:52:24,3,Baja Latencia
2025-07-07 15:52:24,34,Baja Latencia
2025-07-07 15:52:25,51,Baja Latencia
2025-07-07 15:52:25,51,Baja Latencia
2025-07-07 15:52:25,39,Baja Latencia
2025-07-07 15:52:26,36,Baja Latencia
2025-07-07 15:52:27,4,Baja Latencia
2025-07-07 15:52:27,4,Baja Latencia
2025-07-07 15:52:27,4,Baja Latencia
2025-07-07 15:52:27,4,Baja Latencia
2025-07-07 15:52:28,3,Baja Latencia
2025-07-07 15:52:28,3,Baja Latencia
2025-07-07 15:52:28,2,Baja Latencia
2025-07-07 15:52:28,15,Baja Latencia
2025-07-07 15:52:29,6,Baja Latencia
2025-07-07 15:52:29,10,Baja Latencia
2025-07-07 15:52:29,12,Baja Latencia
2025-07-07 15:52:29,27,Baja Latencia
2025-07-07 15:52:30,7,Baja Latencia
2025-07-07 15:52:30,49,Baja Latencia
2025-07-07 15:52:30,15,Baja Latencia
2025-07-07 15:52:30,6,Baja Latencia
2025-07-07 15:52:31,7,Baja Latencia
2025-07-07 15:52:31,9,Baja Latencia
2025-07-07 15:52:31,8,Baja Latencia
2025-07-07 15:52:31,5,Baja Latencia
2025-07-07 15:52:32,2,Baja Latencia
2025-07-07 15:52:32,72,Baja Latencia
2025-07-07 15:52:32,100,Baja Latencia
2025-07-07 15:52:32,35,Baja Latencia
2025-07-07 15:52:33,21,Baja Latencia
2025-07-07 15:52:33,4,Baja Latencia
2025-07-07 15:52:33,5,Baja Latencia
2025-07-07 15:52:34,18,Baja Latencia
2025-07-07 15:52:34,6,Baja Latencia
2025-07-07 15:52:34,64,Baja Latencia
2025-07-07 15:52:35,22,Baja Latencia
2025-07-07 15:52:35,40,Baja Latencia
2025-07-07 15:52:35,17,Baja Latencia
2025-07-07 15:52:35,4,Baja Latencia
2025-07-07 15:52:36,8,Baja Latencia
2025-07-07 15:52:36,33,Baja Latencia
2025-07-07 15:52:36,47,Baja Latencia
2025-07-07 15:52:36,36,Baja Latencia
2025-07-07 15:52:37,39,Baja Latencia
2025-07-07 15:52:37,5,Baja Latencia
2025-07-07 15:52:37,22,Baja Latencia
2025-07-07 15:52:37,17,Baja Latencia
2025-07-07 15:52:38,10,Baja Latencia
2025-07-07 15:52:38,6,Baja Latencia
2025-07-07 15:52:38,41,Baja Latencia
2025-07-07 15:52:38,3,Baja Latencia
2025-07-07 15:52:39,43,Baja Latencia
2025-07-07 15:52:39,42,Baja Latencia
2025-07-07 15:52:39,67,Baja Latencia
2025-07-07 15:52:39,5,Baja Latencia
2025-07-07 15:52:40,52,Baja Latencia
2025-07-07 15:52:40,71,Baja Latencia
2025-07-07 15:52:41,6,Baja Latencia
2025-07-07 15:52:41,16,Baja Latencia
2025-07-07 15:52:41,4,Baja Latencia
2025-07-07 15:52:41,3,Baja Latencia
2025-07-07 15:52:42,106,Latencia Moderada
2025-07-07 15:52:42,78,Baja Latencia
2025-07-07 15:52:42,9,Baja Latencia
2025-07-07 15:52:42,9,Baja Latencia
2025-07-07 15:52:43,50,Baja Latencia
2025-07-07 15:52:43,19,Baja Latencia
